internal idx,feature idx,unit idx top,unit idx bottom,image idx top,image idx bottom,col idx top,row idx top,col idx bottom,row idx bottom,number of outliers,ranksum,median,mean,ttest,mestimation,NUM,ROW,COL,FeatSize,NumCirc,NumTri,NumLine,CircDiam,TriSize,LineLen,RotSD,FCP,CCDunsc,WN0.1,WN0.2,WN0.3,WN0.4,WN0.5,WN0.7,WN1,WN1.5,WN2,WN3,WN4,FCPLOG,DC,DT,DL,TriArea,CircArea,LineArea,TA,CA,LA,ROT,CCD,FCPN01,FCPN03,FCPLOGN0.1,FCPLOGN0.3,Split
1550,1140,2093,4238,2290,118,47,32,14,65,8,0.458811,4262.42,4282.66,-0.0593534,3861.19,1140,34,19,20,2,1,1,3.28615,4.15407,9.25465,166.021,0.144725,4,0.068869,0.116587,0.024363,0.018839,0.034982,0.010121,0.007613,0.008078,0.005785,0.004962,0.004526,-1.77659,0.005,0.0025,0.0025,13.2773,8.48132,27.764,0.0331934,0.0424066,0.0694099,0.415053,0.141421,0.149423,0.01,-1.73913,-4.59512,2
1551,1107,2159,4304,2197,13,47,33,14,66,4,1.47423,4605.75,4640.62,1.26301,4251.1,1107,33,19,28,13,0,0,7.26544,5.1367,7.5997,128.871,0.330179,2,0.026185,0.015569,0.010198,0.008982,0.007013,0.005042,0.003565,0.002423,0.001822,0.001449,0.001481,-0.707377,0.0165816,0,0,20.3017,41.4585,22.7991,0,0.68745,0,0,0.0505076,0.228692,0.123777,-1.21571,-1.95714,2
1552,2162,48,2193,4308,2126,48,1,15,34,4,0.134685,4289.73,4233.25,-0.298104,4128.02,2162,65,18,28,0,2,2,8.23013,8.14322,5.00481,139.301,0.152819,2,0.060551,0.043472,0.021842,0.014031,0.014768,0.008876,0.005945,0.004456,0.003473,0.002692,0.002855,-1.71266,0,0.00255102,0.00255102,51.0219,53.199,15.0144,0.130158,0,0.0383021,0.533041,0.0505076,0.0952478,0.368839,-2.25118,-0.537199,2
1553,2129,114,2259,4271,2097,48,2,15,35,9,0.724387,4250.43,4602.04,0.7905,4199.11,2129,64,18,28,9,0,5,4.3874,5.14641,21.2925,76.9971,0.414439,4,0.041096,0.032574,0.01337,0.016147,0.01049,0.006531,0.004475,0.003622,0.002809,0.002247,0.002282,-0.345645,0.0114796,0,0.00637755,20.3785,15.1184,63.8775,0,0.173552,0.407382,0.392843,0.101015,0.509495,0.84514,0.0379865,1.69698,2
1554,2096,180,2325,4176,1994,48,3,15,36,10,0.155577,4136.5,4602.32,0.741841,4397.65,2096,63,18,10,0,0,4,3.47322,3.35345,7.56807,90.0555,0.4777,2,0.273987,0.037342,0.031198,0.015034,0.011124,0.010329,0.006646,0.004588,0.003947,0.003081,0.003358,-0.0892592,0,0,0.04,8.65263,9.47446,22.7042,0,0,0.908168,2.70166,0.141421,0.399748,0.340428,-0.406514,-0.661386,2
1555,2063,246,2391,4139,1965,48,4,15,37,4,-2.89389,3572.39,3501.45,-4.96747,3810.05,2063,62,18,28,0,3,0,4.2683,3.51814,22.9865,49.0492,0.03625,2,0.059569,0.106669,0.054011,0.032353,0.038072,0.022185,0.014583,0.011158,0.008322,0.007064,0.007385,-3.28039,0,0.00382653,0,9.52335,14.3087,68.9596,0.0364414,0,0,0.125125,0.0505076,0.01,0.696518,-4.59512,0.830774,2
1556,2030,312,2457,4044,1862,48,5,15,38,7,-1.3923,3760,3890.8,-1.83929,3977.42,2030,61,18,10,0,3,0,3.48878,3.37674,7.75485,6.819,0.1826,4,0.311902,0.036166,0.054154,0.035218,0.02171,0.015845,0.010686,0.009861,0.008203,0.006323,0.006615,-1.49883,0,0.03,0,8.77324,9.55952,23.2645,0.263197,0,0,0.13638,0.282843,0.173332,0.01,-1.5622,-4.59512,2
1557,1997,378,2523,4007,1833,48,6,15,39,8,-1.58054,3560.65,3982.4,-0.87591,4225.97,1997,60,18,20,0,10,2,4.38088,5.00114,8.04409,9.90036,0.429425,2,0.041721,0.03457,0.014797,0.017071,0.014134,0.010745,0.008369,0.00521,0.004143,0.003317,0.003338,-0.284198,0,0.025,0.005,19.2443,15.0734,24.1323,0.481108,0,0.120661,0.27226,0.0707107,0.360469,0.632739,-0.57333,0.543987,2
1558,1964,444,2589,3912,1730,48,7,15,40,14,-2.14592,3289.3,3607.28,-2.44267,4116.42,1964,59,18,10,3,0,1,3.83712,3.49709,6.34512,110.923,0.3483,2,0.297732,0.05682,0.014944,0.024058,0.015807,0.01013,0.008241,0.005135,0.004709,0.003527,0.003574,-0.62652,0.03,0,0.01,9.40974,11.5638,19.0354,0,0.346913,0.190354,0,0.141421,0.169884,0.24835,-1.58645,-1.10743,2
1559,1931,510,2655,3875,1701,48,8,15,41,4,-0.351238,3807.36,4589.24,0.606997,4138.94,1931,58,18,28,6,0,0,6.47095,7.32362,5.10325,47.1374,0.208559,2,0.042522,0.014149,0.018799,0.013873,0.00716,0.006562,0.004677,0.003356,0.002642,0.002085,0.002002,-1.33364,0.00765306,0,0,41.2683,32.8871,15.3098,0,0.251687,0,0,0.0505076,0.0872834,0.429612,-2.34727,-0.283434,2
1560,1898,576,2721,3780,1598,48,9,15,42,6,-0.586469,4300.48,4086.7,-0.727981,4140.05,1898,57,18,10,1,1,1,3.77464,3.63567,7.12517,6.1147,0.3212,2,0.359517,0.029077,0.049354,0.012826,0.022127,0.011549,0.008076,0.006991,0.005087,0.004134,0.004259,-0.748263,0.01,0.01,0.01,10.1703,11.1903,21.3755,0.101703,0.111903,0.213755,0.0611471,0.141421,0.303343,0.210491,-0.831431,-1.32197,2
1561,1865,642,2787,3743,1569,48,10,15,43,10,-1.24525,3859.67,3860.12,-2.37872,3940.56,1865,56,18,28,16,0,0,5.03701,9.77777,4.27022,99.171,0.294987,4,0.031457,0.036734,0.031285,0.012186,0.013943,0.009841,0.006509,0.004338,0.003453,0.002873,0.002819,-0.871284,0.0204082,0,0,73.5604,19.9267,12.8106,0,0.406667,0,0,0.101015,0.226251,0.533298,-1.2296,0.133389,2
1562,1832,708,2853,3648,1466,48,11,15,44,6,-0.706085,3913.43,4029.28,-1.21415,3992.88,1832,55,18,20,0,0,4,4.59908,6.98783,6.95034,128.233,0.183725,4,0.073467,0.092791,0.008415,0.018364,0.018994,0.009124,0.00584,0.006339,0.005246,0.003931,0.003296,-1.49131,0,0,0.01,37.5707,16.6123,20.851,0,0,0.20851,0.961749,0.141421,0.244794,0.288179,-1.12658,-0.904242,2
1563,1799,774,2919,3611,1437,48,12,15,45,5,-1.3099,4028,3900.55,-1.46887,4192.7,1799,54,18,10,1,2,1,3.41313,3.53018,6.59272,128.526,0.3178,2,0.382165,0.011397,0.035384,0.021439,0.012043,0.011487,0.007384,0.006872,0.005956,0.004274,0.004192,-0.763901,0.01,0.02,0.01,9.58866,9.14944,19.7782,0.191773,0.0914944,0.197782,2.57051,0.141421,0.313185,0.674719,-0.785273,0.729605,2
1564,1766,840,2985,3516,1334,48,13,15,46,13,1.0325,4125.7,4935.09,1.26584,3969.84,1766,53,18,10,1,0,2,3.2219,3.17233,5.42615,157.786,0.3785,4,0.220679,0.120001,0.032729,0.024945,0.021585,0.007975,0.006961,0.007783,0.005882,0.004837,0.004418,-0.49592,0.01,0,0.02,7.74319,8.15294,16.2784,0,0.0815294,0.325569,1.57786,0.282843,0.372005,0.176055,-0.523626,-1.54331,2
1565,1733,906,3051,3479,1305,48,14,15,47,11,0.0240668,3984.17,4313.9,0.0636574,4055.5,1733,52,18,10,5,0,0,3.37205,3.40634,7.12577,142.494,0.385,2,0.328546,0.032604,0.049497,0.010121,0.011417,0.010432,0.005806,0.00596,0.004152,0.003833,0.003694,-0.468379,0.05,0,0,8.92771,8.93054,21.3773,0,0.446527,0,0,0.141421,0.446042,0.725519,-0.216674,0.972007,2
1566,1700,972,3117,3384,1202,48,15,15,48,10,-1.1676,3479.75,4105.12,-0.473567,4419.91,1700,51,18,20,2,1,4,8.33214,4.37756,14.9967,145.386,0.48395,4,0.012097,0.022506,0.01327,0.0096,0.010101,0.005787,0.004526,0.003251,0.002643,0.002019,0.00212,-0.0642221,0.005,0.0025,0.01,14.7445,54.526,44.9901,0.0368612,0.27263,0.449901,1.45386,0.141421,0.494817,0.615377,-0.0207344,0.469973,2
1567,1667,1038,3183,3347,1173,48,16,15,49,13,-1.50164,3784.08,3846.16,-1.24085,4190.28,1667,50,18,20,0,1,4,5.81689,4.13983,11.4733,15.9065,0.333875,4,0.083766,0.053333,0.019213,0.012693,0.01108,0.007869,0.005417,0.004533,0.003555,0.002921,0.002897,-0.690711,0,0.0025,0.01,13.1865,26.5749,34.4199,0.0329663,0,0.344199,0.159065,0.141421,0.342071,0.0380451,-0.654078,-3.2302,2
1568,1634,1104,3249,3252,1070,48,17,15,50,7,-2.10121,3732.23,3677.36,-3.17487,3876.75,1634,49,18,28,9,3,0,3.03019,6.85588,5.75848,160.964,0.191735,4,0.033102,0.091262,0.033194,0.014665,0.020913,0.008976,0.008078,0.005602,0.004749,0.003629,0.003631,-1.43878,0.0114796,0.00382653,0,36.1651,7.21157,17.2754,0.138387,0.0827858,0,0.410622,0.101015,0.187842,0.01,-1.4641,-4.59512,2
1569,1601,1170,3315,3215,1041,48,18,15,51,8,1.83774,4952.75,4696.01,1.41188,4445.84,1601,48,18,28,0,0,13,5.17267,9.42231,14.7755,117.57,0.427028,2,0.037374,0.021137,0.013413,0.008567,0.012455,0.005185,0.003526,0.003138,0.002541,0.001931,0.001752,-0.293987,0,0,0.0165816,68.3091,21.0145,44.3264,0,0,0.735004,1.79954,0.0505076,0.525042,0.415271,0.10025,-0.342217,2
1570,1568,1236,3381,3120,938,48,19,15,52,12,-0.908758,4135.57,3875.2,-1.63523,3904.63,1568,47,18,10,4,0,1,3.03046,3.96514,6.97131,116.44,0.3118,2,0.219327,0.190364,0.033228,0.018283,0.019975,0.010793,0.006066,0.006455,0.005883,0.004684,0.00451,-0.791718,0.04,0,0.01,12.0971,7.21286,20.9139,0,0.288514,0.209139,0,0.141421,0.240293,0.563415,-1.15107,0.255033,2
1571,1535,1302,3447,3083,909,48,20,15,53,7,-0.185064,3826.4,4439.71,0.346952,4102.22,1535,46,18,10,1,0,2,3.80999,3.6739,4.73681,5.11878,0.2802,2,0.377787,0.015839,0.027109,0.026787,0.011671,0.015652,0.009804,0.005716,0.004838,0.003649,0.003774,-0.94347,0.01,0,0.02,10.3853,11.4009,14.2104,0,0.114009,0.284209,0.0511878,0.141421,0.447288,0.519364,-0.211636,0.0774965,2
1572,1502,1368,3513,2988,806,48,21,15,54,8,0.0195896,4118.14,4287.17,-0.0230716,4445.76,1502,45,18,28,0,3,5,7.36829,9.71775,18.4608,96.1588,0.406926,2,0.011063,0.019789,0.012684,0.007906,0.009249,0.00478,0.003527,0.002899,0.002213,0.001759,0.001789,-0.376688,0,0.00382653,0.00637755,72.66,42.6406,55.3824,0.278036,0,0.353204,0.858561,0.0505076,0.352023,0.456132,-0.61016,-0.175922,2
1573,1469,1434,3579,2951,777,48,22,15,55,12,-0.815163,3826.73,3881.89,-1.26163,4452.88,1469,44,18,20,7,0,2,7.7242,5.62352,12.1298,120.513,0.44045,2,0.041293,0.036445,0.008604,0.007098,0.009019,0.004795,0.003386,0.002729,0.002179,0.001708,0.001668,-0.239336,0.0175,0,0.005,24.3322,46.8594,36.3893,0,0.82004,0.181946,0.301283,0.0707107,0.443258,0.01,-0.227951,-4.59512,2
1574,1436,1500,3645,2856,674,48,23,15,56,11,1.76163,4656.75,4986.32,1.72857,4051.9,1436,43,18,10,3,1,1,3.18921,3.54935,3.82506,64.5006,0.3574,2,0.28077,0.038991,0.031544,0.019171,0.025676,0.011789,0.007311,0.006498,0.00469,0.003879,0.003731,-0.586667,0.03,0.01,0.01,9.6931,7.98834,11.4752,0.096931,0.23965,0.114752,0.645006,0.141421,0.466251,0.388104,-0.1352,-0.45529,2
1575,1403,1566,3711,2819,645,48,24,15,57,5,-1.2791,3823.71,3933.21,-1.85463,3857.36,1403,42,18,20,0,0,6,3.66644,7.62267,3.72061,124.752,0.164,2,0.033129,0.044652,0.015502,0.026908,0.024823,0.014899,0.009773,0.007215,0.005709,0.004796,0.004677,-1.62876,0,0,0.015,44.7073,10.558,11.1618,0,0,0.167428,1.5594,0.0707107,0.332707,0.0813454,-0.695966,-2.42421,2
1576,1370,1632,3777,2724,542,48,25,15,58,7,-1.31698,3909.71,3858.57,-1.74302,3974.7,1370,41,18,10,0,3,0,3.20014,3.62988,7.1345,170.326,0.2362,2,0.238585,0.015309,0.034374,0.037758,0.028447,0.020556,0.014184,0.010134,0.00798,0.006692,0.006158,-1.17363,0,0.03,0,10.1379,8.0432,21.4035,0.304138,0,0,3.40652,0.141421,0.273114,0.0429816,-0.978881,-3.10305,2
1577,1337,1698,3843,2687,513,48,26,15,59,3,-1.19398,3604.73,4030.27,-0.887631,4019.3,1337,40,18,10,0,2,1,3.39422,3.53153,3.86052,69.0189,0.2237,2,0.369809,0.027709,0.04538,0.036396,0.018299,0.018583,0.011792,0.00931,0.006374,0.005497,0.005026,-1.24423,0,0.02,0.01,9.59601,9.04834,11.5816,0.19192,0,0.115816,1.38038,0.141421,0.167611,0.57824,-1.60265,0.315553,2
1578,1304,1764,3909,2592,410,48,27,15,60,8,0.599605,4310.07,4301.67,0.028573,4381.88,1304,39,18,20,0,0,12,5.70344,6.82848,9.81629,52.8199,0.4774,2,0.018267,0.035509,0.014191,0.014008,0.009733,0.005984,0.005016,0.004014,0.003126,0.002461,0.002457,-0.0904616,0,0,0.03,35.8766,25.5484,29.4489,0,0,0.883466,1.45255,0.0707107,0.457983,0.99,-0.168465,4.59512,2
1579,1271,1830,3975,2555,381,48,28,15,61,10,-0.98649,3785.99,3958.97,-1.804,4148.75,1271,38,18,28,1,3,6,8.35598,3.16306,9.11874,41.6297,0.242309,6,0.047737,0.052778,0.025979,0.015895,0.020107,0.008916,0.006329,0.005548,0.004205,0.003334,0.003072,-1.14006,0.00127551,0.00382653,0.00765306,7.69799,54.8384,27.3562,0.0294566,0.0699469,0.209359,0.424792,0.151523,0.415198,0.01,-0.342519,-4.59512,2
1580,1238,1896,4041,2460,278,48,29,15,62,6,1.41587,4509.8,4568.4,1.19029,4280.97,1238,37,18,28,0,6,0,9.81791,8.14228,20.6235,34.4077,0.319617,2,0.01064,0.02478,0.022307,0.014758,0.011848,0.008121,0.005414,0.003877,0.003047,0.002333,0.002392,-0.755531,0,0.00765306,0,51.01,75.7056,61.8704,0.390383,0,0,0.219437,0.0505076,0.262754,0.480755,-1.0317,-0.0770165,2
1581,1205,1962,4107,2423,249,48,30,15,63,8,1.93797,4344.73,4881.7,1.86965,4088.8,1205,36,18,10,0,0,4,3.20024,3.00058,3.53649,179.5,0.335,2,0.355309,0.017658,0.024076,0.02073,0.016184,0.01002,0.008974,0.007147,0.005273,0.003714,0.003515,-0.685657,0,0,0.04,6.92748,8.0437,10.6095,0,0,0.424379,5.385,0.141421,0.262875,0.563873,-1.03108,0.256895,2
1582,1172,2028,4173,2328,146,48,31,15,64,8,1.2216,4274.97,4785.54,1.41633,4388.01,1172,35,18,20,3,0,3,9.68828,5.44753,11.0489,120.323,0.425425,2,0.0063,0.040905,0.01242,0.013,0.010907,0.00522,0.004466,0.00346,0.002962,0.002241,0.002072,-0.300542,0.0075,0,0.0075,22.833,73.7196,33.1467,0,0.552897,0.2486,0.601617,0.0707107,0.510371,0.610841,0.0414908,0.450849,2
1583,1139,2094,4239,2291,117,48,32,15,65,6,-0.709846,4056.67,3962.32,-1.6493,4064.01,1139,34,18,28,1,1,1,6.5437,3.33453,4.61891,163.363,0.0712883,0,0.141698,0.047613,0.03007,0.025551,0.015503,0.011091,0.008028,0.006596,0.004919,0.003698,0.003538,-2.56707,0.00127551,0.00127551,0.00127551,8.55528,33.6308,13.8567,0.0109123,0.0428964,0.0176744,0.208371,0,0.0475261,0.01,-2.99778,-4.59512,2
1584,1106,2160,4305,2196,14,48,33,15,66,9,1.17038,4151,4647.34,1.13832,4103.06,1106,33,18,10,0,0,3,3.15561,3.63933,4.55664,51.639,0.3337,2,0.32742,0.027829,0.018108,0.028352,0.01834,0.010557,0.006837,0.005696,0.004759,0.003399,0.003068,-0.691498,0,0,0.03,10.1908,7.82088,13.6699,0,0,0.410098,1.03278,0.141421,0.309138,0.0920029,-0.804155,-2.28942,2
1585,2161,49,2194,4307,2127,49,1,16,34,5,-0.524667,3883.33,4159.76,-0.493856,4030.52,2161,65,17,10,3,1,0,3.27018,3.58434,5.26723,170.261,0.2073,4,0.314679,0.006786,0.043679,0.02904,0.017339,0.013898,0.010494,0.007668,0.005655,0.004545,0.004484,-1.34128,0.03,0.01,0,9.88515,8.39911,15.8017,0.0988515,0.251973,0,0,0.282843,0.335128,0.16539,-0.68508,-1.61866,2
1586,2128,115,2260,4272,2096,49,2,16,35,7,0.135058,4466.67,4287.22,-0.0218171,4405.87,2128,64,17,28,0,0,7,5.63299,5.49758,22.9785,149.764,0.408444,10,0.023335,0.055438,0.01432,0.012037,0.014219,0.005821,0.00399,0.003902,0.003263,0.002585,0.002522,-0.370402,0,0,0.00892857,23.2545,24.9211,68.9354,0,0,0.615495,1.14615,0.252538,0.571833,0.531748,0.289332,0.127165,2
1587,2095,181,2326,4175,1995,49,3,16,36,9,-0.00131862,4062,4110.14,-0.788354,4094.08,2095,63,17,10,1,3,0,3.59855,3.71565,7.13216,55.1198,0.2752,2,0.304215,0.040815,0.024087,0.031514,0.016404,0.013393,0.010834,0.008071,0.006146,0.004697,0.004798,-0.968398,0.01,0.03,0,10.6227,10.1705,21.3965,0.31868,0.101705,0,1.1024,0.141421,0.334572,0.251523,-0.687577,-1.09051,2
1588,2062,247,2392,4140,1964,49,4,16,37,7,0.688533,4341.57,4505.36,0.661404,4295.12,2062,62,17,20,5,0,5,5.1766,7.37693,12.0525,41.678,0.4049,2,0.026781,0.023809,0.013055,0.010614,0.007883,0.005673,0.004509,0.003159,0.002665,0.00195,0.001931,-0.385089,0.0125,0,0.0125,41.8712,21.0465,36.1575,0,0.263081,0.451969,0.41678,0.0707107,0.318086,0.240083,-0.76258,-1.15222,2
1589,2029,313,2458,4043,1863,49,5,16,38,11,-0.930402,3866.36,4079.87,-0.544031,4400.06,2029,61,17,28,5,5,1,9.44215,6.96639,4.24966,153.883,0.406186,2,0.005355,0.008563,0.008889,0.006117,0.005437,0.00364,0.002576,0.001798,0.001408,0.001124,0.001127,-0.379754,0.00637755,0.00637755,0.00127551,37.3404,70.0216,12.749,0.23814,0.446566,0.0162614,0.981398,0.0505076,0.457972,0.793329,-0.168511,1.34511,2
1590,1996,379,2524,4008,1832,49,6,16,39,6,-1.93853,3595.97,3757.39,-2.86379,3862.75,1996,60,17,20,8,0,4,3.19536,4.65687,5.57328,24.9744,0.2384,4,0.084145,0.080322,0.025009,0.015638,0.019631,0.009545,0.007982,0.006452,0.005112,0.00385,0.00397,-1.16147,0.02,0,0.01,16.686,8.01917,16.7198,0,0.160383,0.167198,0.187308,0.141421,0.269812,0.168786,-0.995575,-1.59426,2
1591,1963,445,2590,3911,1731,49,7,16,40,4,-1.6242,3692.64,3803.38,-2.63992,3859.64,1963,59,17,20,0,10,0,7.77204,3.4746,5.9053,175.696,0.202225,6,0.048571,0.108821,0.033544,0.036826,0.032456,0.020278,0.01646,0.0105,0.008073,0.006609,0.006665,-1.37245,0,0.025,0,9.28907,47.4417,17.7159,0.232227,0,0,3.95316,0.212132,0.132068,0.10793,-1.88279,-2.11206,2
1592,1930,511,2656,3876,1700,49,8,16,41,15,0.216772,4541.2,4216.52,-0.327774,4182.73,1930,58,17,20,0,0,5,4.14273,4.8448,12.7168,14.1777,0.346475,4,0.086905,0.073937,0.005414,0.013809,0.020852,0.00711,0.00564,0.005823,0.004821,0.003807,0.003355,-0.63457,0,0,0.0125,18.0599,13.4792,38.1504,0,0,0.47688,0.141777,0.141421,0.236673,0.599223,-1.171,0.402228,2
1593,1897,577,2722,3779,1599,49,9,16,42,4,-0.987158,3959.33,4027.7,-0.935569,4033.75,1897,57,17,10,0,4,0,3.85471,3.15808,4.57513,137.5,0.2011,4,0.319316,0.020892,0.058048,0.037447,0.034643,0.018412,0.015509,0.010613,0.008261,0.00629,0.006525,-1.37943,0,0.04,0,7.67378,11.6701,13.7254,0.306951,0,0,4.125,0.282843,0.20369,0.817442,-1.36339,1.49911,2
1594,1864,643,2788,3744,1568,49,10,16,43,12,-1.35497,3753.08,3902.56,-1.12172,4061.27,1864,56,17,10,0,4,0,3.19476,3.34677,6.41004,131.704,0.2414,2,0.33454,0.060109,0.072257,0.048385,0.014735,0.020695,0.012466,0.00807,0.007356,0.005781,0.005673,-1.14502,0,0.04,0,8.61817,8.01615,19.2301,0.344727,0,0,3.95111,0.141421,0.229982,0.534911,-1.20841,0.139871,2
1595,1831,709,2854,3647,1467,49,11,16,44,6,-2.27965,3510.67,3635.43,-2.98246,4198.05,1831,55,17,28,1,2,4,4.08714,5.62417,15.5743,9.55857,0.268508,10,0.065379,0.023414,0.024843,0.011054,0.018435,0.00851,0.005831,0.004864,0.003866,0.003128,0.003077,-1.00221,0.00127551,0.00255102,0.00510204,24.3378,13.1199,46.723,0.0620863,0.0167345,0.238382,0.0609603,0.252538,0.116096,0.764416,-2.02993,1.17705,2
1596,1798,775,2920,3612,1436,49,12,16,45,11,-1.87212,3834,3682.84,-2.33204,4134.9,1798,54,17,10,3,0,1,3.84105,3.76389,7.16455,99.7212,0.485,4,0.214043,0.051483,0.029332,0.022745,0.015329,0.014985,0.008209,0.005453,0.004404,0.003419,0.003358,-0.060018,0.03,0,0.01,10.9003,11.5875,21.4937,0,0.347626,0.214937,0,0.282843,0.543115,0.911782,0.172889,2.33559,2
1597,1765,841,2986,3515,1335,49,13,16,46,17,1.14984,4694.1,4713.43,1.15369,4420.63,1765,53,17,20,3,0,7,8.83188,6.80645,8.46852,62.2352,0.61285,4,0.050984,0.032026,0.011679,0.007757,0.011618,0.005608,0.003844,0.002938,0.002693,0.001934,0.001983,0.459308,0.0075,0,0.0175,35.6455,61.2627,25.4056,0,0.45947,0.444597,0.933528,0.141421,0.738249,0.01,1.03689,-4.59512,2
1598,1732,907,3052,3480,1304,49,14,16,47,9,-0.426118,3696.78,4093.55,-0.648061,4015.28,1732,52,17,10,2,1,1,3.40191,3.61572,3.01349,77.6711,0.2665,2,0.310021,0.027519,0.022523,0.033904,0.017035,0.013178,0.008891,0.006632,0.005365,0.004226,0.004355,-1.01245,0.02,0.01,0.01,10.059,9.08942,9.04048,0.10059,0.181788,0.0904048,0.776711,0.141421,0.232986,0.658798,-1.19153,0.657941,2
1599,1699,973,3118,3383,1203,49,15,16,48,13,-0.0766324,4099.43,4304.7,0.0264628,4369.32,1699,51,17,20,1,6,1,7.14221,6.49374,12.3647,39.2767,0.438325,2,0.039825,0.03051,0.010996,0.011525,0.009096,0.007093,0.005015,0.003155,0.002627,0.002124,0.002016,-0.247963,0.0025,0.015,0.0025,32.4454,40.0641,37.0942,0.486682,0.10016,0.0927354,0.589151,0.0707107,0.393774,0.288695,-0.431476,-0.901732,2
1600,1666,1039,3184,3348,1172,49,16,16,49,4,-1.3374,3887.67,3909.44,-1.82392,4037.03,1666,50,17,28,0,1,6,8.12892,5.72811,6.32541,64.8304,0.14815,2,0.078657,0.04308,0.020991,0.02019,0.025584,0.010213,0.006961,0.007168,0.005526,0.004351,0.003883,-1.74918,0,0.00127551,0.00765306,25.2456,51.8986,18.9762,0.0322011,0,0.145226,0.496151,0.0505076,0.173097,0.444103,-1.56384,-0.224528,2
1601,1633,1105,3250,3251,1071,49,17,16,50,8,-0.505033,3899.49,4056.65,-1.06799,4283.16,1633,49,17,10,0,5,0,3.06089,3.91197,4.63364,126.714,0.3538,2,0.348322,0.023341,0.022611,0.026711,0.011438,0.016943,0.009376,0.00639,0.005194,0.003955,0.004312,-0.602377,0,0.05,0,11.7748,7.35843,13.9009,0.588741,0,0,5.06857,0.141421,0.380474,0.387405,-0.487538,-0.458233,2
1602,1600,1171,3316,3216,1040,49,18,16,51,9,1.36869,4875.88,4647.13,1.06957,4412.02,1600,48,17,28,0,0,11,7.53124,6.6423,15.8366,144.878,0.366275,4,0.031943,0.028318,0.016786,0.011972,0.012221,0.006316,0.004693,0.003781,0.002895,0.002251,0.002097,-0.548229,0,0,0.0140306,33.947,44.5474,47.5097,0,0,0.666591,1.84794,0.101015,0.369793,0.21218,-0.533107,-1.31183,2
1603,1567,1237,3382,3119,939,49,19,16,52,15,2.1872,4893.43,5209.29,2.07008,4122.81,1567,47,17,10,1,1,1,3.59763,3.46398,5.77557,73.6365,0.3094,4,0.374676,0.045435,0.034029,0.016592,0.014991,0.01279,0.008404,0.006976,0.005806,0.003828,0.003993,-0.802926,0.01,0.01,0.01,9.23238,10.1654,17.3267,0.0923238,0.101654,0.173267,0.736365,0.282843,0.219204,0.533216,-1.27031,0.133062,2
1604,1534,1303,3448,3084,908,49,20,16,53,7,-0.668241,4297.5,4135.34,-0.533923,4120.61,1534,46,17,10,3,0,1,3.90542,3.56363,7.32601,143.703,0.4562,2,0.171183,0.061837,0.020045,0.028381,0.01021,0.010147,0.007625,0.004918,0.003681,0.003205,0.00304,-0.17565,0.03,0,0.01,9.77124,11.9791,21.978,0,0.359373,0.21978,0,0.141421,0.582908,0.611208,0.334724,0.452391,2
1605,1501,1369,3514,2987,807,49,21,16,54,12,0.0232862,4053.11,4476.99,0.410064,4331.8,1501,45,17,20,0,0,7,5.46305,6.6705,12.2033,85.4865,0.409325,2,0.035944,0.043003,0.010227,0.007584,0.013968,0.005506,0.004191,0.003708,0.002913,0.002132,0.002208,-0.366756,0,0,0.0175,34.2359,23.4401,36.61,0,0,0.640675,1.2823,0.0707107,0.395634,0.01,-0.42369,-4.59512,2
1606,1468,1435,3580,2952,776,49,22,16,55,2,-0.684027,3952.72,4017.07,-1.55486,4054.03,1468,44,17,20,5,2,0,4.42604,6.87201,4.04055,32.4164,0.295875,4,0.009481,0.045941,0.012692,0.018053,0.009955,0.009168,0.006635,0.004617,0.003769,0.002932,0.003,-0.867019,0.0125,0.005,0,36.3356,15.3858,12.1217,0.181678,0.192323,0,0.081041,0.141421,0.397593,0.205846,-0.415504,-1.35015,2
1607,1435,1501,3646,2855,675,49,23,16,56,7,-0.598131,3726.75,4430.05,0.336608,4236.56,1435,43,17,10,1,0,4,3.2656,3.07713,5.74784,49.4221,0.4229,2,0.30325,0.052204,0.009255,0.020143,0.021914,0.010122,0.005823,0.005273,0.004448,0.003366,0.003285,-0.31088,0.01,0,0.04,7.28546,8.37558,17.2435,0,0.0837558,0.689741,1.48266,0.141421,0.612019,0.414344,0.455806,-0.346037,2
1608,1402,1567,3712,2820,644,49,24,16,57,8,-3.84028,3062.74,3239.43,-3.95093,3903.76,1402,42,17,10,3,0,0,3.38277,3.6454,6.63812,159.564,0.2493,4,0.129798,0.045795,0.027534,0.015057,0.023121,0.009396,0.007125,0.008142,0.005077,0.004408,0.004511,-1.10235,0.03,0,0,10.2248,8.98739,19.9144,0,0.269622,0,0,0.282843,0.397832,0.220431,-0.414508,-1.26315,2
1609,1369,1633,3778,2723,543,49,25,16,58,2,-1.77082,3722.89,3815.93,-2.31655,3906.67,1369,41,17,28,7,0,4,4.10656,6.83725,7.33571,22.5437,0.211454,4,0.062435,0.068565,0.011092,0.029617,0.016113,0.013579,0.007717,0.006656,0.005202,0.00388,0.003778,-1.31618,0.00892857,0,0.00510204,35.9689,13.2449,22.0071,0,0.118258,0.112281,0.0862643,0.101015,0.0862702,0.32355,-2.36005,-0.737505,2
