internal idx,feature idx,unit idx top,unit idx bottom,image idx top,image idx bottom,col idx top,row idx top,col idx bottom,row idx bottom,number of outliers,ranksum,median,mean,ttest,mestimation,NUM,ROW,COL,FeatSize,NumCirc,NumTri,NumLine,CircDiam,TriSize,LineLen,RotSD,FCP,CCDunsc,WN0.1,WN0.2,WN0.3,WN0.4,WN0.5,WN0.7,WN1,WN1.5,WN2,WN3,WN4,FCPLOG,DC,DT,DL,TriArea,CircArea,LineArea,TA,CA,LA,ROT,CCD,FCPN01,FCPN03,FCPLOGN0.1,FCPLOGN0.3,Split
1610,1336,1699,3844,2688,512,49,26,16,59,4,-0.532792,4253.41,4034.67,-1.06319,4140.89,1336,40,17,10,0,3,1,3.02326,3.09329,7.14454,67.6755,0.2562,2,0.334411,0.005251,0.019852,0.037733,0.022837,0.016017,0.010396,0.007624,0.005946,0.004575,0.00456,-1.06581,0,0.03,0.01,7.36218,7.17863,21.4336,0.220865,0,0.214336,2.03026,0.141421,0.193306,0.37364,-1.42867,-0.516634,2
1611,1303,1765,3910,2591,411,49,27,16,60,6,-1.3247,3840.44,3901.41,-1.76729,4043.7,1303,39,17,10,2,0,3,3.60892,3.68111,4.59876,33.4162,0.4167,4,0.213092,0.112935,0.033897,0.029325,0.027048,0.011256,0.007358,0.006938,0.005294,0.004326,0.003863,-0.336335,0.02,0,0.03,10.4261,10.2293,13.7963,0,0.204586,0.413889,0.668324,0.282843,0.34715,0.170295,-0.63159,-1.58353,2
1612,1270,1831,3976,2556,380,49,28,16,61,9,-0.340074,3970.46,4079.35,-1.10391,3805.35,1270,38,17,20,0,4,1,9.44626,3.02459,3.20257,127.974,0.0908,2,0.051603,0.080586,0.045228,0.026649,0.032671,0.020701,0.015223,0.011194,0.00887,0.00693,0.007084,-2.30391,0,0.01,0.0025,7.03877,70.0825,9.60772,0.0703877,0,0.0240193,1.27974,0.0707107,0.01,0.0744892,-4.59512,-2.51969,2
1613,1237,1897,4042,2459,279,49,29,16,62,6,-0.337193,4059.92,4282.83,-0.0333273,4045.92,1237,37,17,10,1,3,0,3.91664,3.13441,3.14136,50.859,0.2981,2,0.250108,0.029447,0.049958,0.03025,0.022782,0.017852,0.01008,0.007763,0.006586,0.005051,0.005306,-0.856362,0.01,0.03,0,7.55918,12.0481,9.42407,0.226775,0.120481,0,1.01718,0.141421,0.21549,0.323515,-1.29214,-0.737666,2
1614,1204,1963,4108,2424,248,49,30,16,63,6,1.73693,4626.65,4764.72,1.43154,4370.3,1204,36,17,20,4,1,1,8.43593,5.32122,13.746,58.1517,0.500475,4,0.02118,0.028981,0.011208,0.006659,0.009404,0.005617,0.004001,0.003007,0.002381,0.001864,0.001861,0.0019,0.01,0.0025,0.0025,21.7864,55.8928,41.2381,0.0544661,0.558928,0.103095,0.145379,0.141421,0.487768,0.31685,-0.048937,-0.768284,2
1615,1171,2029,4174,2327,147,49,31,16,64,9,1.31062,4513.79,4720.68,1.1104,4340.9,1171,35,17,28,0,0,9,9.00866,7.34903,16.6833,84.3678,0.390102,6,0.026256,0.036435,0.016062,0.010432,0.018685,0.00583,0.003764,0.004285,0.003411,0.002831,0.00265,-0.446883,0,0,0.0114796,41.555,63.7398,50.05,0,0,0.574554,0.860896,0.151523,0.424374,0.298302,-0.304845,-0.855396,2
1616,1138,2095,4240,2292,116,49,32,16,65,9,-1.2263,3761,3863.52,-2.46675,3935.28,1138,34,17,28,9,0,2,3.40633,9.92288,15.8986,69.8775,0.199834,6,0.052332,0.047715,0.018096,0.013167,0.027943,0.007802,0.006313,0.006075,0.004362,0.003484,0.003359,-1.38733,0.0114796,0,0.00255102,75.7599,9.11306,47.6959,0,0.104614,0.121673,0.0891294,0.151523,0.220713,0.01,-1.26152,-4.59512,2
1617,1105,2161,4306,2195,15,49,33,16,66,6,1.34932,4853.85,4771.12,1.22499,4480.21,1105,33,17,28,0,7,9,5.96301,5.67575,17.5983,35.6374,0.514745,6,0.076109,0.023875,0.016043,0.011818,0.013641,0.006373,0.004255,0.003736,0.003089,0.002283,0.002376,0.0589967,0,0.00892857,0.0114796,24.7862,27.9268,52.7949,0.221305,0,0.606064,0.681838,0.151523,0.549525,0.618687,0.198751,0.48398,2
1618,2160,50,2195,4306,2128,50,1,17,34,5,-0.52232,4011.25,4229.35,-0.222844,4196.74,2160,65,16,28,1,1,2,7.06464,5.40177,22.7918,140.281,0.219528,4,0.054278,0.045228,0.011541,0.01473,0.019825,0.005775,0.004881,0.004894,0.003861,0.002957,0.002426,-1.26842,0.00127551,0.00127551,0.00255102,22.451,39.1985,68.3755,0.0286365,0.0499981,0.174427,0.357859,0.101015,0.0818769,0.412743,-2.41711,-0.352638,2
1619,2127,116,2261,4273,2095,50,2,17,35,5,0.267228,4009.08,4234.4,-0.292112,4127.5,2127,64,16,10,4,0,1,3.21638,3.15841,5.76849,37.0775,0.3408,2,0.365016,0.024824,0.033931,0.022103,0.015623,0.009858,0.007143,0.005594,0.004445,0.003177,0.003298,-0.659731,0.04,0,0.01,7.67538,8.12503,17.3055,0,0.325001,0.173055,0,0.141421,0.17138,0.01,-1.57588,-4.59512,2
1620,2094,182,2327,4174,1996,50,3,17,36,11,-1.59624,3561,3885.41,-1.4572,3956.43,2094,63,16,10,3,0,1,3.31073,3.20803,3.9105,21.5321,0.3384,4,0.220224,0.126284,0.045774,0.013362,0.028055,0.009069,0.008396,0.007692,0.005185,0.003866,0.004085,-0.670433,0.03,0,0.01,7.91847,8.60867,11.7315,0,0.25826,0.117315,0,0.282843,0.332019,0.520352,-0.699069,0.0814541,2
1621,2061,248,2393,4141,1963,50,4,17,37,12,0.928323,4453.92,4452.31,0.643209,4478.57,2061,62,16,20,3,4,5,8.32759,4.65619,10.9082,111.565,0.409675,2,0.027977,0.02223,0.012555,0.009097,0.010174,0.006516,0.00464,0.003366,0.002635,0.002044,0.002114,-0.365309,0.0075,0.01,0.0125,16.6811,54.4664,32.7245,0.166811,0.408498,0.409057,2.2313,0.0707107,0.327112,0.0671891,-0.721277,-2.63069,2
1622,2028,314,2459,4042,1864,50,5,17,38,1,0.164254,4232,4242.98,-0.206909,4268.91,2028,61,16,28,0,6,0,9.00898,7.4713,16.1801,116.347,0.264452,4,0.075376,0.018691,0.020982,0.011048,0.011917,0.008168,0.00498,0.00377,0.002762,0.002148,0.002355,-1.02296,0,0.00765306,0,42.9493,63.7443,48.5402,0.328694,0,0,0.742012,0.101015,0.239916,0.868811,-1.15314,1.89049,2
1623,1995,380,2525,4009,1831,50,6,17,39,7,1.95962,4556.58,4721.38,1.55601,4268.5,1995,60,16,28,2,6,2,9.24226,6.82032,4.19724,106.457,0.310893,4,0.032421,0.021359,0.016417,0.015125,0.011035,0.007115,0.004923,0.003531,0.002677,0.002088,0.002175,-0.795948,0.00255102,0.00765306,0.00255102,35.791,67.0882,12.5917,0.273911,0.171143,0.0321218,0.950506,0.101015,0.316365,0.627505,-0.770527,0.521526,2
1624,1962,446,2591,3910,1732,50,7,17,40,13,-0.473705,3808.67,4101.06,-0.750641,4116.53,1962,59,16,10,2,3,0,3.06961,3.32797,5.5375,122.41,0.3255,4,0.338881,0.031818,0.071437,0.026887,0.012813,0.012219,0.010074,0.007187,0.005894,0.004468,0.004877,-0.728609,0.02,0.03,0,8.52162,7.40044,16.6125,0.255649,0.148009,0,2.44819,0.282843,0.174347,0.589514,-1.55512,0.361958,2
1625,1929,512,2657,3877,1699,50,8,17,41,11,2.155,4812.8,4965.58,2.13319,4524.58,1929,58,16,28,11,0,0,9.62973,4.52303,8.75789,48.0722,0.574107,4,0.018901,0.010959,0.009225,0.006592,0.004997,0.003641,0.00248,0.001713,0.001401,0.001062,0.001091,0.298628,0.0140306,0,0,15.7406,72.8313,26.2737,0,1.02187,0,0,0.101015,0.629476,0.612401,0.52997,0.457415,2
1626,1896,578,2723,3778,1600,50,9,17,42,12,0.244967,3930.33,4341.63,0.16671,3987.43,1896,57,16,10,0,3,0,3.74995,3.39521,3.28664,90.7537,0.2338,2,0.318565,0.043943,0.057762,0.039282,0.021078,0.020788,0.012618,0.010132,0.008458,0.006048,0.006389,-1.18698,0,0.03,0,8.86945,11.0444,9.85993,0.266083,0,0,1.81507,0.141421,0.31297,0.684731,-0.786269,0.775599,2
1627,1863,644,2789,3745,1567,50,10,17,43,12,2.03533,5098.45,4798.89,1.77843,4515.93,1863,56,16,20,2,0,6,7.75283,5.35804,15.2839,67.743,0.5312,4,0.058612,0.031417,0.009413,0.010536,0.010615,0.005607,0.00391,0.003075,0.002502,0.001931,0.001798,0.124962,0.005,0,0.015,22.089,47.2075,45.8516,0,0.236037,0.687773,0.846788,0.141421,0.645139,0.438446,0.597741,-0.247471,2
1628,1830,710,2855,3646,1468,50,11,17,44,6,-1.25884,3881.01,3934.68,-1.28526,4045.17,1830,55,16,10,0,3,0,3.68564,3.47471,4.25298,137.143,0.2303,2,0.353781,0.046102,0.038093,0.021026,0.029169,0.02514,0.011582,0.007702,0.007259,0.004942,0.005623,-1.20662,0,0.03,0,9.28967,10.6688,12.759,0.27869,0,0,2.74286,0.141421,0.143863,0.01,-1.78357,-4.59512,2
1629,1797,776,2921,3613,1435,50,12,17,45,9,2.25314,4730.83,5317.76,1.92618,4542.22,1797,54,16,20,2,9,0,5.30834,7.3268,10.3086,17.9691,0.50565,2,0.077042,0.02885,0.013288,0.009859,0.011114,0.007191,0.004622,0.003288,0.002651,0.001995,0.002128,0.022601,0.005,0.0225,0,41.304,22.1313,30.9258,0.92934,0.110657,0,0.359382,0.0707107,0.534038,0.13832,0.136361,-1.82931,2
1630,1764,842,2987,3514,1336,50,13,17,46,10,0.794791,4439.36,4562.35,0.797321,4230.45,1764,53,16,28,4,1,0,8.78727,5.86619,16.0384,61.7998,0.280561,2,0.043339,0.034725,0.019148,0.010349,0.008879,0.007068,0.003996,0.002857,0.002258,0.001871,0.001888,-0.94168,0.00510204,0.00127551,0,26.4775,60.6454,48.1153,0.0337723,0.309415,0,0,0.0505076,0.217451,0.01,-1.28058,-4.59512,2
1631,1731,908,3053,3481,1303,50,14,17,47,5,-0.445216,3922,4076.19,-1.01492,4012.78,1731,52,16,10,3,0,0,3.6856,3.75802,7.92617,54.4625,0.2107,2,0.388306,0.076548,0.022174,0.032803,0.015895,0.016825,0.009585,0.005712,0.005128,0.003661,0.003918,-1.32071,0.03,0,0,10.8663,10.6686,23.7785,0,0.320057,0,0,0.141421,0.132806,0.867242,-1.87637,1.87679,2
1632,1698,974,3119,3382,1204,50,15,17,48,7,-1.10061,3904.2,3907.74,-1.50637,4030.61,1698,51,16,20,4,0,0,4.99083,3.395,13.1809,73.1126,0.15025,4,0.020883,0.030324,0.025003,0.01775,0.013042,0.010394,0.007653,0.004777,0.003615,0.003022,0.003053,-1.73264,0.01,0,0,8.86836,19.563,39.5427,0,0.19563,0,0,0.141421,0.164662,0.01,-1.62394,-4.59512,2
1633,1665,1040,3185,3349,1171,50,16,17,49,9,0.501388,4299.25,4319.98,0.0901992,4268.96,1665,50,16,20,0,5,1,3.29468,6.87117,11.2654,63.8551,0.3679,2,0.055418,0.026565,0.015028,0.013875,0.011797,0.010076,0.006527,0.004232,0.003328,0.002578,0.002697,-0.541236,0,0.0125,0.0025,36.3267,8.52542,33.7962,0.454083,0,0.0844906,0.798189,0.0707107,0.197681,0.390981,-1.40085,-0.443191,2
1634,1632,1106,3251,3250,1072,50,17,17,50,0,-0.644187,3904.53,4135.83,-0.703957,4050.46,1632,49,16,28,2,2,0,4.1867,7.52972,3.76172,150.243,0.140191,4,0.023847,0.04324,0.019038,0.021548,0.014967,0.01169,0.007068,0.005342,0.004123,0.003243,0.003028,-1.8137,0.00255102,0.00255102,0,43.6236,13.7668,11.2852,0.111285,0.0351195,0,0.191636,0.101015,0.167432,0.535091,-1.60394,0.140594,2
1635,1599,1172,3317,3217,1039,50,18,17,51,10,2.00433,4633.67,4877.1,1.97918,4553.42,1599,48,16,28,0,13,0,8.21781,8.25245,18.4873,56.6864,0.554082,4,0.019447,0.011439,0.011812,0.008355,0.007166,0.004889,0.003639,0.002674,0.00206,0.001664,0.001623,0.217176,0,0.0165816,0,52.3998,53.0398,55.4618,0.868874,0,0,0.867649,0.101015,0.692311,0.943264,0.810945,2.81093,2
1636,1566,1238,3383,3118,940,50,19,17,52,14,0.0454233,4200.02,4280.07,-0.0363946,4258.29,1566,47,16,20,2,5,0,8.96168,5.06969,12.3082,67.0262,0.356875,4,0.040086,0.055398,0.012926,0.01565,0.010302,0.00873,0.006229,0.004234,0.003337,0.002615,0.002578,-0.588954,0.005,0.0125,0,19.7755,63.0767,36.9246,0.247194,0.315383,0,0.670262,0.141421,0.373232,0.35644,-0.518377,-0.59085,2
1637,1533,1304,3449,3085,907,50,20,17,53,10,-0.256001,4018.38,4257.21,-0.115615,4123.89,1533,46,16,10,4,1,0,3.93629,3.33988,6.71648,165.682,0.4352,2,0.267088,0.023757,0.025873,0.022634,0.015837,0.020735,0.008671,0.005479,0.004508,0.003728,0.003934,-0.260666,0.04,0.01,0,8.58276,12.1693,20.1494,0.0858276,0.486771,0,0,0.141421,0.525232,0.427341,0.101012,-0.292708,2
1638,1500,1370,3515,2986,808,50,21,17,54,9,-0.0822472,3995.83,4143.5,-0.512045,4240.31,1500,45,16,20,0,0,8,3.75642,4.53318,9.47772,33.7092,0.418575,4,0.051067,0.051833,0.010201,0.011566,0.014987,0.005624,0.004873,0.004375,0.003547,0.002828,0.002461,-0.328626,0,0,0.02,15.8114,11.0825,28.4332,0,0,0.568663,0.589911,0.141421,0.4306,0.99,-0.279405,4.59512,2
1639,1467,1436,3581,2953,775,50,22,17,55,15,1.43059,4723.5,4660.01,0.946084,4136.12,1467,44,16,10,0,4,0,3.39209,3.81592,7.23617,146.273,0.4133,4,0.223481,0.050606,0.060567,0.028034,0.015751,0.016595,0.012501,0.00757,0.005971,0.004996,0.005187,-0.35034,0,0.04,0,11.2037,9.037,21.7085,0.448148,0,0,4.3882,0.282843,0.389192,0.308304,-0.450712,-0.80806,2
1640,1434,1502,3647,2854,676,50,23,17,56,8,-0.689383,4135,3996.03,-1.16913,3915.47,1434,43,16,28,5,0,9,4.61573,5.76055,4.50507,130.384,0.219719,2,0.092985,0.059879,0.024119,0.02197,0.019827,0.009425,0.008104,0.006459,0.005445,0.004207,0.004062,-1.2673,0.00637755,0,0.0114796,25.5324,16.7329,13.5152,0,0.106715,0.155149,1.33045,0.0505076,0.342298,0.190476,-0.65307,-1.44692,2
1641,1401,1568,3713,2821,643,50,24,17,57,5,-1.44375,3775.2,3847.6,-2.19656,3913.41,1401,42,16,28,3,0,0,3.94889,4.80967,9.9383,142.75,0.0437245,0,0.08782,0.071942,0.015,0.030857,0.02095,0.019513,0.010379,0.006192,0.004372,0.004089,0.003972,-3.08514,0.00382653,0,0,17.799,12.2473,29.8149,0,0.0468645,0,0,0,0.01,0.01,-4.59512,-4.59512,2
1642,1368,1634,3779,2722,544,50,25,17,58,6,0.769981,3833.6,4800.18,1.3056,4061.35,1368,41,16,10,5,0,0,3.52604,3.56105,7.09562,1.98667,0.3408,2,0.246769,0.054667,0.052491,0.014511,0.023132,0.013758,0.008496,0.006247,0.004949,0.003661,0.003862,-0.659731,0.05,0,0,9.75711,9.76484,21.2869,0,0.488242,0,0,0.141421,0.466793,0.287716,-0.133025,-0.906504,2
1643,1335,1700,3845,2689,511,50,26,17,59,10,1.65877,4541,4899.52,1.65349,4507.03,1335,40,16,10,0,0,5,3.29008,3.81315,7.2599,87.6115,0.5019,2,0.275708,0.005409,0.040076,0.019508,0.017849,0.011798,0.006108,0.005102,0.004323,0.003123,0.002929,0.00760004,0,0,0.05,11.1874,8.50162,21.7797,0,0,1.08899,3.50446,0.141421,0.431398,0.568559,-0.276148,0.275975,2
1644,1302,1766,3911,2590,412,50,27,17,60,5,-1.4347,3818.2,4143.67,-0.375781,4208.9,1302,39,16,20,0,10,0,8.93146,4.98041,6.5535,74.5435,0.34245,2,0.056105,0.021238,0.017377,0.017726,0.012262,0.010843,0.008535,0.005436,0.004146,0.003314,0.003376,-0.652395,0,0.025,0,19.0851,62.652,19.6605,0.477128,0,0,1.67723,0.0707107,0.382346,0.239751,-0.479602,-1.15404,2
1645,1269,1832,3977,2557,379,50,28,17,61,7,-1.28595,3736.71,3977.17,-1.25962,4080.31,1269,38,16,10,4,0,1,3.24027,3.46911,7.09066,86.5466,0.3848,4,0.207811,0.049648,0.043878,0.017524,0.02417,0.009017,0.006258,0.007122,0.005202,0.00388,0.003805,-0.469224,0.04,0,0.01,9.25976,8.24616,21.272,0,0.329846,0.21272,0,0.282843,0.44684,0.01,-0.213446,-4.59512,2
1646,1236,1898,4043,2458,280,50,29,17,62,13,0.00389021,4177,4283.53,-0.0302947,4289.81,1236,37,16,20,0,0,7,8.98249,5.4343,10.5971,16.9756,0.333425,2,0.01658,0.019116,0.006109,0.009055,0.010069,0.00613,0.004243,0.003321,0.002509,0.002195,0.002053,-0.692735,0,0,0.0175,22.7222,63.37,31.7914,0,0,0.556349,0.254634,0.0707107,0.460601,0.158926,-0.157922,-1.66624,2
1647,1203,1964,4109,2425,247,50,30,17,63,10,1.62688,4447.95,4664.06,1.56241,4266.31,1203,36,16,10,0,1,3,3.83451,3.91266,6.57879,99.9724,0.4858,2,0.209999,0.043845,0.016089,0.019106,0.013978,0.009156,0.006886,0.005138,0.003974,0.003405,0.003072,-0.0568153,0,0.01,0.03,11.779,11.5481,19.7364,0.11779,0,0.592091,2.99917,0.141421,0.477945,0.99,-0.0882759,4.59512,2
1648,1170,2030,4175,2326,148,50,31,17,64,8,1.03616,4497.01,4493.56,0.81933,4413.65,1170,35,16,28,0,1,10,7.93545,3.99981,15.536,125.749,0.415204,6,0.061238,0.02406,0.013433,0.010423,0.012162,0.006161,0.00406,0.003607,0.002776,0.002123,0.001999,-0.342493,0,0.00127551,0.0127551,12.3095,49.4576,46.608,0.0157009,0,0.59449,1.60394,0.151523,0.549476,0.0163631,0.198554,-4.09623,2
1649,1137,2096,4241,2293,115,50,32,17,65,10,0.406859,4289.67,4372.2,0.242054,4091.77,1137,34,16,10,0,2,2,3.55971,3.21815,4.36616,20.0809,0.3371,4,0.311924,0.021415,0.032009,0.01813,0.015022,0.015864,0.009422,0.007556,0.005397,0.004321,0.00476,-0.676245,0,0.02,0.02,7.96849,9.95219,13.0985,0.15937,0,0.261969,0.602427,0.282843,0.494606,0.679821,-0.0215754,0.75295,2
1650,1104,2162,4307,2194,16,50,33,17,66,4,1.46036,4419.47,4596.73,1.29154,4050.96,1104,33,16,20,0,1,3,7.22852,4.67586,8.09594,25.9958,0.1887,4,0.018012,0.066979,0.015433,0.016921,0.017941,0.008825,0.006881,0.005554,0.004569,0.003364,0.003442,-1.45848,0,0.0025,0.0075,16.8224,41.0382,24.2878,0.0420559,0,0.182159,0.194969,0.141421,0.0512086,0.01,-2.91928,-4.59512,2
1651,2159,51,2196,4305,2129,51,1,18,34,6,-0.276587,4024.86,4161.49,-0.647841,3952.45,2159,65,15,20,0,0,8,6.12501,5.41076,4.1502,156.284,0.209025,2,0.030282,0.06547,0.021117,0.027227,0.020348,0.007827,0.008015,0.006126,0.005076,0.003963,0.003587,-1.33081,0,0,0.02,22.5258,29.4648,12.4506,0,0,0.249012,2.73497,0.0707107,0.0566745,0.588381,-2.81209,0.357278,2
1652,2126,117,2262,4274,2094,51,2,18,35,10,2.68842,4743,5088.42,2.23735,4372.52,2126,64,15,20,4,0,4,6.23275,6.38382,15.2225,42.9257,0.514225,6,0.088753,0.033615,0.013239,0.011349,0.009627,0.006438,0.005364,0.003601,0.002856,0.002256,0.002242,0.0569154,0.01,0,0.01,31.3564,30.5105,45.6675,0,0.305105,0.456675,0.321943,0.212132,0.582588,0.417927,0.333405,-0.331291,2
1653,2093,183,2328,4173,1997,51,3,18,36,4,0.854922,4228.24,4411.65,0.525476,4087.13,2093,63,15,28,0,9,0,6.01024,4.8758,18.7218,69.325,0.172755,2,0.075869,0.039505,0.032837,0.023637,0.017351,0.01384,0.009132,0.006332,0.004975,0.003983,0.003902,-1.56623,0,0.0114796,0,18.2917,28.3709,56.1655,0.209982,0,0,0.707398,0.0505076,0.0746169,0.174228,-2.51784,-1.55596,2
1654,2060,249,2394,4142,1962,51,4,18,37,3,-1.30036,4008.41,4121.1,-0.530093,4015.7,2060,62,15,28,4,0,0,4.81926,9.82047,20.7711,113.459,0.0924872,2,0.14358,0.04073,0.025642,0.025097,0.010323,0.008463,0.008509,0.00667,0.004237,0.003369,0.00355,-2.28364,0.00510204,0,0,74.2042,18.2411,62.3132,0,0.0930669,0,0,0.0505076,0.217735,0.136299,-1.27892,-1.84638,2
1655,2027,315,2460,4041,1865,51,5,18,38,15,2.04077,4972,5125.07,1.76288,4595.2,2027,61,15,20,1,0,9,4.40218,4.35004,15.397,0.732234,0.6451,4,0.079269,0.021669,0.009335,0.011204,0.007227,0.007629,0.003969,0.002707,0.00201,0.001954,0.002,0.597569,0.0025,0,0.0225,14.5597,15.2204,46.1909,0,0.038051,1.03929,0.0146447,0.141421,0.677299,0.567642,0.741385,0.272237,2
1656,1994,381,2526,4010,1830,51,6,18,39,12,-1.47653,3750.56,3768.32,-2.10681,3727.62,1994,60,15,28,11,0,0,3.50931,5.59838,12.167,53.7565,0.118839,2,0.066953,0.125329,0.019547,0.02029,0.035244,0.014356,0.010267,0.007732,0.006039,0.004786,0.00468,-2.00347,0.0140306,0,0,24.115,9.67238,36.5009,0,0.135709,0,0,0.0505076,0.0618964,0.133433,-2.7184,-1.87094,2
1657,1961,447,2592,3909,1733,51,7,18,40,11,0.701191,3996.5,4613.15,0.905311,4354.74,1961,59,15,10,0,1,4,3.5106,3.67815,6.82661,20.0405,0.432,2,0.299115,0.055487,0.017297,0.017945,0.017902,0.009031,0.007031,0.005305,0.004402,0.003623,0.003464,-0.273696,0,0.01,0.04,10.4094,9.6795,20.4798,0.104094,0,0.819193,0.80162,0.141421,0.507656,0.275006,0.0306253,-0.96937,2
1658,1928,513,2658,3878,1698,51,8,18,41,6,-0.727106,3870.81,3984.64,-2.0073,4172.33,1928,58,15,28,0,0,6,6.15805,5.30683,11.2442,84.4425,0.200957,4,0.063688,0.039518,0.018881,0.014169,0.019456,0.006968,0.005041,0.005005,0.004023,0.003099,0.002774,-1.38033,0,0,0.00765306,21.6688,29.7836,33.7325,0,0,0.258157,0.538536,0.101015,0.0956164,0.345757,-2.24691,-0.637744,2
1659,1895,579,2724,3777,1601,51,9,18,42,7,1.06146,4539.67,4555.98,0.775073,4398.48,1895,57,15,28,15,0,0,8.09837,5.71602,9.26726,46.7402,0.47486,2,0.026498,0.016059,0.010317,0.006116,0.005471,0.003728,0.002738,0.001854,0.001413,0.001134,0.001146,-0.100646,0.0191327,0,0,25.1392,51.5093,27.8018,0,0.985509,0,0,0.0505076,0.522772,0.307084,0.09115,-0.813789,2
1660,1862,645,2790,3746,1566,51,10,18,43,9,-1.69737,3541.5,3754.19,-1.92368,3961.35,1862,56,15,10,2,0,1,3.56025,3.42418,3.80016,150.544,0.2378,4,0.22519,0.018094,0.023116,0.028026,0.029612,0.011513,0.010738,0.008404,0.006695,0.00495,0.004655,-1.16478,0.02,0,0.01,9.02148,9.95523,11.4005,0,0.199105,0.114005,0,0.282843,0.196249,0.503534,-1.40991,0.0141371,2
1661,1829,711,2856,3645,1469,51,11,18,44,6,-1.13763,3666.75,4012.3,-1.05294,3912.58,1829,55,15,20,4,2,0,3.22651,5.75676,5.86473,21.4428,0.15795,2,0.043363,0.090949,0.03037,0.014613,0.029278,0.008996,0.007247,0.006349,0.005179,0.003829,0.004052,-1.67356,0.01,0.005,0,25.4988,8.1763,17.5942,0.127494,0.081763,0,0.053607,0.0707107,0.225011,0.01,-1.2367,-4.59512,2
1662,1796,777,2922,3614,1434,51,12,18,45,8,-1.39172,3496.43,3939.68,-1.28318,4330.03,1796,54,15,28,1,0,4,9.28081,4.74223,22.5766,111.505,0.250816,4,0.014102,0.033815,0.016774,0.011575,0.01397,0.005845,0.004277,0.003731,0.003029,0.002133,0.002116,-1.09426,0.00127551,0,0.00510204,17.3033,67.649,67.7297,0,0.086287,0.34556,0.426678,0.101015,0.136377,0.663511,-1.84572,0.678979,2
1663,1763,843,2988,3513,1337,51,13,18,46,9,0.999494,4589,4605.19,0.903008,4437,1763,53,15,28,10,0,0,9.30492,5.74631,16.3779,154.494,0.542385,2,0.039406,0.016199,0.013113,0.007353,0.005457,0.004366,0.003022,0.002089,0.001564,0.001225,0.001249,0.169949,0.0127551,0,0,25.4064,68.001,49.1337,0,0.86736,0,0,0.0505076,0.385283,0.99,-0.467184,4.59512,2
1664,1730,909,3054,3482,1302,51,14,18,47,3,-0.585955,3999.63,4116,-0.699894,4173.53,1730,52,15,10,1,1,1,3.84648,3.84208,6.56163,20.8959,0.2613,2,0.381333,0.008628,0.036307,0.03159,0.014671,0.011371,0.007399,0.005932,0.004965,0.003562,0.003693,-1.03922,0.01,0.01,0.01,11.3579,11.6203,19.6849,0.113579,0.116203,0.196849,0.208959,0.141421,0.50586,0.01,0.0234421,-4.59512,2
1665,1697,975,3120,3381,1205,51,15,18,48,13,1.20324,4616,4729.1,1.19834,4081.47,1697,51,15,10,0,2,3,3.12276,3.59542,3.99159,20.2254,0.4033,4,0.277205,0.058622,0.014061,0.023126,0.019689,0.014887,0.007114,0.007122,0.005962,0.004524,0.004646,-0.391734,0,0.02,0.03,9.94632,7.6589,11.9748,0.198926,0,0.359243,0.809018,0.282843,0.408593,0.41619,-0.369787,-0.338433,2
1666,1664,1041,3186,3350,1170,51,16,18,49,8,-1.1937,3864.47,3871.12,-2.01134,3855.25,1664,50,15,20,11,0,0,3.8271,3.42545,3.34061,102.844,0.248875,4,0.089623,0.067152,0.006805,0.024486,0.022858,0.015193,0.009532,0.005148,0.004169,0.003545,0.003641,-1.10462,0.0275,0,0,9.02816,11.5035,10.0218,0,0.316347,0,0,0.141421,0.189696,0.541656,-1.45199,0.167013,2
1667,1631,1107,3252,3249,1073,51,17,18,50,8,-1.71137,3661.5,3945.53,-1.11112,4141.12,1631,49,15,10,1,2,0,3.51193,3.86997,7.0514,177.293,0.2839,2,0.394446,0.004416,0.046848,0.015976,0.011309,0.013918,0.010485,0.006332,0.005328,0.004082,0.004163,-0.925198,0.01,0.02,0,11.5234,9.6868,21.1542,0.230467,0.096868,0,1.77293,0.141421,0.279198,0.0642978,-0.948444,-2.67777,2
1668,1598,1173,3318,3218,1038,51,18,18,51,12,-0.0706044,4187.93,4272.39,-0.0604034,4243.06,1598,48,15,20,0,4,2,7.21139,6.17315,12.9759,57.5173,0.29735,2,0.019058,0.048441,0.012326,0.01444,0.013248,0.007727,0.005869,0.004827,0.003874,0.002868,0.002586,-0.859949,0,0.01,0.005,29.3209,40.8439,38.9277,0.293209,0,0.194639,0.718966,0.0707107,0.350965,0.01,-0.6148,-4.59512,2
1669,1565,1239,3384,3117,941,51,19,18,52,13,1.08224,5090.62,4638.69,0.650229,4567.07,1565,47,15,28,12,0,2,9.14197,5.54382,20.8558,104.377,0.684732,4,0.024709,0.013608,0.008754,0.006133,0.004658,0.003513,0.002273,0.001626,0.001296,0.001023,0.001008,0.775605,0.0153061,0,0.00255102,23.6474,65.6402,62.5674,0,1.0047,0.159611,0.133134,0.101015,0.628141,0.670588,0.524251,0.710844,2
